Title,Genre,Languages,Type,CountryAvailability,Runtime,Director,ViewRating,AwardsReceived,AwardsNominatedFor,Boxoffice,NetflixReleaseDate,Year
We Are The Brooklyn Saints,Documentary,English,Series,United States,30,Steven Spielberg ,TV-14,0,0,0,1/29/2021,2021
The Dig,Thriller,English,Movie,United States,120,Andy Tohill,Unrated,3,8,0,1/29/2021,2021
Below Zero,Short,English,Movie,United States,120,James Parrott,Approved,0,0,0,1/29/2021,2021
Domestique,Short,French,Movie,Czech Republic,120,Steven Spielberg ,R,0,0,0,1/29/2021,2021
Alone,Drama,Turkish,Movie,Canada,120,agan Irmak,R,6,7,0,1/29/2021,2021
June  Kopi,Fantasy,English,Movie,United States,120,L Gustavo Cooper,Unrated,0,0,0,1/28/2021,2021
Yolki 1914,Comedy,Russian,Movie,Russia,120,Dmitriy Kiselev,R,0,1,0,1/28/2021,2021
Sonic the Hedgehog,Action,English,Movie,Russia,120,Jeff Fowler,PG,2,6,148974665,1/28/2021,2021
You Should Have Left,Drama,English,Movie,South Korea,120,David Koepp,R,0,0,0,1/28/2021,2021
Partners The Movie III,Crime,Japanese,Movie,Japan,120,Akiyoshi Kimata,R,0,0,0,1/28/2021,2021
Partners The Movie II,Drama,Japanese,Movie,Japan,120,Akiyoshi Kimata,R,0,0,0,1/28/2021,2021
Partners The Movie,Drama,Japanese,Movie,Japan,120,Akiyoshi Kimata,R,0,0,0,1/28/2021,2021
Partners The Movie IV,Comedy,English,Movie,Japan,170,Steven Spielberg ,R,0,0,0,1/28/2021,2021
Sober Companion,Comedy,English,Series,South Africa,30,Don Scardino,R,0,0,0,1/28/2021,2021
National Street,Comedy,Czech,Movie,Czech Republic,120,Stepan Altrichter,R,0,3,0,1/28/2021,2021
Penguin Bloom,Drama,English,Movie,France,120,Glendyn Ivin,TV-14,1,1,0,1/28/2021,2021
50M2,Comedy,Turkish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,1/28/2021,2021
Samjin Company English Class,Comedy,Korean,Movie,South Korea,120,Jongpil Lee,R,1,5,0,1/27/2021,2021
Kilometers and Kilometers,Adventure,Malayalam,Movie,Mexico,170,Jeo Baby,R,0,0,0,1/27/2021,2021
Prokurator,Crime,Polish,Movie,Poland,30,Steven Spielberg ,R,1,0,0,1/27/2021,2021
Go Dog Go,Animation,English,Movie,Poland,30,Steven Spielberg ,TV-Y,0,0,0,1/27/2021,2021
Accomplice,Film-Noir,English,Movie,Poland,120,Walter Colmes,Approved,0,0,0,1/27/2021,2021
Game of Truth,Comedy,Russian,Movie,Russia,120,Viktor Shamirov,R,1,2,0,1/26/2021,2021
Jiu Jitsu,Action,English,Movie,Netherlands,120,Dimitri Logothetis,R,0,0,0,1/26/2021,2021
Squadron 303,Drama,Polish,Movie,Poland,120,Denis Delic,R,0,1,0,1/26/2021,2021
Lara,Drama,German,Series,Romania,30,JanOle Gerster,R,12,19,0,1/24/2021,2021
The Anniversary,Comedy,English,Movie,Romania,120,Roy Ward Baker,Approved,0,0,0,1/24/2021,2021
That Trip we took with Dad,Comedy,German,Movie,Romania,120,Anca Miruna Lazarescu,R,8,2,0,1/24/2021,2021
The Oddsockeaters,Animation,Czech,Movie,Romania,120,Galina Miklnov,R,0,1,0,1/24/2021,2021
The Oak,Comedy,Romanian,Movie,Romania,120,Lucian Pintilie,R,3,1,0,1/24/2021,2021
Touch Me Not,Drama,English,Movie,Romania,170,Adina Pintilie,Unrated,4,19,13782,1/24/2021,2021
Youtube Bazaar,Documentary,Romanian,Movie,Romania,120,Dan Chisu,R,0,0,0,1/24/2021,2021
Zavera,Drama,Romanian,Movie,Romania,120,Andrei Gruzsniczki,R,0,3,0,1/24/2021,2021
It Takes Two to Fence,Drama,Romanian,Movie,Romania,120,Andrei Gheorghe,R,4,3,0,1/24/2021,2021
Funeralii fericite,Comedy,Romanian,Movie,Romania,120,Horatiu Malaele,R,0,0,0,1/24/2021,2021
Doua Lozuri,Comedy,Romanian,Movie,Romania,120,Aurel Miheles,R,0,0,0,1/24/2021,2021
Chasing Rainbows,Comedy,Romanian,Movie,Romania,120,Dan Chisu,R,0,13,0,1/24/2021,2021
Caisa,Documentary,Romanian,Movie,Romania,120,Alexandru Mavrodineanu,R,1,1,0,1/24/2021,2021
Between Pain and Amen,Drama,Romanian,Movie,Romania,170,Toma Enache,R,40,22,0,1/24/2021,2021
No Festival,Documentary,Romanian,Movie,Romania,120,Dorin Marcu,R,0,0,0,1/24/2021,2021
The Hunt,Drama,Danish,Movie,South Korea,120,Thomas Vinterberg,R,37,70,613308,1/24/2021,2021
Paradise Next,Crime,Japanese,Movie,Japan,120,Yoshihiro Hanno,R,0,1,0,1/24/2021,2021
Tomorrow Man,Short,English,Movie,Portugal,120,Peter T Clarke,R,0,0,0,1/24/2021,2021
Flower of Evil,Drama,None,Series,South Africa,30,Carmine Gallone,R,0,0,0,1/24/2021,2021
Investiture of the Gods,Action,Mandarin,Series,South Korea,30,Steven Spielberg ,R,0,0,0,1/23/2021,2021
I Still Believe,Biography,English,Movie,Netherlands,120,Andrew Erwin,PG,0,1,9868521,1/23/2021,2021
The White Tiger,Crime,Hindi,Movie,Lithuania,170,Ramin Bahrani,R,0,2,0,1/23/2021,2021
Fate The Winx Saga,Action,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,1/23/2021,2021
Dragon,Action,Mandarin,Movie,Russia,120,Peter HoSun Chan,R,14,21,11137,1/22/2021,2021
Dinner With Friends,Comedy,English,Movie,United States,120,Norman Jewison,R,1,6,0,1/22/2021,2021
Cut Throat City,Action,English,Movie,United States,170,RZA,R,0,0,855894,1/22/2021,2021
Cromartie High School,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-14,0,0,0,1/22/2021,2021
Im Home,Action,English,Series,Thailand,30,George Lucas,PG,26,69,474544677,1/22/2021,2021
come away,Adventure,English,Movie,Belgium,120,Brenda Chapman,PG,0,0,184477,1/22/2021,2021
Affliction,Drama,English,Movie,Thailand,120,Paul Schrader,R,8,19,6330054,1/21/2021,2021
Spycraft,Short,English,Series,Lithuania,30,Mehzeb Chowdhury,R,0,0,0,1/21/2021,2021
Daughter From Another Mother,Comedy,Spanish,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,1/21/2021,2021
Horizon Line,Adventure,English,Movie,Turkey,120,Mikael Marcimain,PG-13,0,0,0,1/20/2021,2021
The Battery,Adventure,English,Movie,Thailand,120,Jeremy Gardner,Unrated,9,2,0,1/20/2021,2021
Restiamo amici,Comedy,Italian,Movie,Italy,120,Antonello Grimaldi,R,0,0,0,1/20/2021,2021
UnAvventura,Short,None,Movie,Italy,120,Luis Buuel,Unrated,0,0,0,1/20/2021,2021
Sightless,Drama,English,Movie,Lithuania,120,Cooper Karl,Unrated,0,0,0,1/20/2021,2021
Sluzby specjalne,Comedy,English,Series,Poland,30,Steven Spielberg ,R,0,1,0,1/19/2021,2021
Bungo Stray Dogs WAN,Animation,Japanese,Series,Japan,30,Steven Spielberg ,R,0,0,0,1/18/2021,2021
Radium Girls,Drama,English,Movie,United States,120,Ginny Mohler,Unrated,1,1,0,1/17/2021,2021
Ever Night,Adventure,Mandarin,Series,South Korea,30,Steven Spielberg ,R,4,2,0,1/17/2021,2021
Mushoku Tensei Jobless Reincarnation,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-14,0,0,0,1/17/2021,2021
Death of Me,Horror,English,Movie,Canada,120,Darren Lynn Bousman,R,0,0,0,1/17/2021,2021
Sheep  Wolves 2 Pig Deal,Drama,French,Movie,Poland,120,Gilles Deroo,Unrated,3,3,0,1/17/2021,2021
Lucky Trouble,Comedy,Russian,Movie,Russia,120,Levan Gabriadze,Unrated,0,1,0,1/16/2021,2021
BDay,Short,German,Movie,Russia,120,Holger Frick,R,2,2,0,1/16/2021,2021
So Im a Spider So What,Comedy,English,Series,Japan,30,Thomas Schlamme,PG-13,0,0,11585483,1/16/2021,2021
Sesame Street,Animation,English,Series,Australia,30,Steven Spielberg ,TV-Y,232,317,0,1/16/2021,2021
Song Without a Name,Drama,Quechua,Movie,Mexico,120,Melina Len,Unrated,32,20,0,1/16/2021,2021
The Vanished,Action,English,Movie,Canada,120,Peter Facinelli,R,1,0,0,1/16/2021,2021
Seized,Action,English,Movie,Canada,120,Isaac Florentine,R,0,0,0,1/16/2021,2021
What Would Sophia Loren Do,Documentary,Italian,Movie,Lithuania,120,Ross Kauffman,TV-14,0,0,0,1/16/2021,2021
Outside the Wire,Action,English,Movie,Lithuania,120,Mikael Hfstrm,R,0,0,0,1/16/2021,2021
Double Dad,Comedy,Portuguese,Movie,Lithuania,120,Cris DAmato,R,0,0,0,1/16/2021,2021
Bling Empire,Reality-TV,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,1/16/2021,2021
Way To Find The Best Life,Adventure,Japanese,Movie,Japan,120,Isshin Inud,R,0,1,0,1/15/2021,2021
Horimiya,Animation,Japanese,Movie,Japan,30,Steven Spielberg ,TV-14,0,0,0,1/15/2021,2021
Informer,Crime,English,Series,United Kingdom,30,Steven Spielberg ,Unrated,1,2,0,1/15/2021,2021
Cheat,Thriller,English,Series,United Kingdom,30,Steven Spielberg ,Unrated,0,0,0,1/15/2021,2021
De Geheimen van Barslet,Drama,Dutch,Series,Netherlands,30,Steven Spielberg ,R,0,3,0,1/15/2021,2021
Nowhere to Run,Action,English,Movie,Israel,120,Robert Harmon,R,0,1,22189039,1/15/2021,2021
Superstore,Comedy,English,Series,South Africa,30,Steven Spielberg ,TV-14,3,14,0,1/15/2021,2021
The Big Ugly,Drama,English,Movie,Canada,120,Scott Wiper,R,2,4,514107,1/15/2021,2021
Non sono un assassino,Crime,Italian,Movie,Italy,120,Andrea Zaccariello,R,0,2,0,1/15/2021,2021
The Treflik Family,Animation,Polish,Series,Poland,30,Steven Spielberg ,R,0,0,0,1/15/2021,2021
Pinkfong  Baby Sharks Space Adventure,Animation,Korean,Movie,Lithuania,120,Steven Spielberg ,R,0,0,0,1/15/2021,2021
Wish You,Drama,English,Movie,Lithuania,120,Kieran DarcySmith,R,10,23,46347,1/15/2021,2021
An Imperfect Murder,Drama,English,Movie,United States,120,James Toback,R,0,0,0,1/14/2021,2021
On Happiness Road,Animation,Min Nan,Movie,South Korea,120,Hsin Yin Sung,R,5,3,0,1/14/2021,2021
Taipei Story,Drama,Min Nan,Movie,South Korea,120,Edward Yang,Unrated,0,3,12897,1/14/2021,2021
Marlina the Murderer in Four Acts,Drama,Indonesian,Movie,Singapore,120,Mouly Surya,Unrated,19,26,17788,1/14/2021,2021
Mars,Adventure,English,Movie,Czech Republic,120,Steven Spielberg ,TV-PG,0,5,0,1/14/2021,2021
My 2,Comedy,English,Movie,Czech Republic,120,Steven Spielberg ,R,4,1,0,1/14/2021,2021
Night Stalker The Hunt for a Serial Killer,Documentary,English,Series,Lithuania,30,Steven Spielberg ,TV-MA,0,0,0,1/14/2021,2021
LaidBack Camp,Animation,Japanese,Series,Japan,30,Steven Spielberg ,R,0,2,0,1/13/2021,2021
Sputnik,Drama,Russian,Movie,United Kingdom,120,Egor Abramenko,Unrated,1,11,18853,1/13/2021,2021
Broken Law,Action,English,Movie,United Kingdom,120,Paddy Slattery,R,2,0,0,1/13/2021,2021
The Bravest,Action,Mandarin,Movie,Thailand,120,Tony Chan,PG-13,7,18,290217,1/13/2021,2021
Sprawiedliwi,Drama,Polish,Series,Poland,30,Steven Spielberg ,R,0,0,0,1/13/2021,2021
Al acecho,Crime,Spanish,Movie,Colombia,120,Gerardo Herrero,R,0,0,0,1/12/2021,2021
Il Grande Spirito,Crime,English,Movie,Italy,120,Sergio Rubini,R,0,2,0,1/12/2021,2021
Dolceroma,Comedy,Italian,Movie,Italy,120,Fabio Resinaro,R,0,1,0,1/12/2021,2021
Crack Cocaine Corruption  Conspiracy,Documentary,English,Movie,Lithuania,120,Stanley Nelson,TV-MA,0,0,0,1/12/2021,2021
Kemono Jihen,Animation,Japanese,Series,Japan,30,Steven Spielberg ,R,0,0,0,1/11/2021,2021
Idoly Pride,Animation,Japanese,Series,Japan,30,Steven Spielberg ,R,0,0,0,1/11/2021,2021
Beneath Clouds,Drama,English,Movie,Australia,120,Ivan Sen,Unrated,8,12,0,1/10/2021,2021
O tempo e o vento,Comedy,Portuguese,Movie,Brazil,170,Steven Spielberg ,R,0,0,0,1/9/2021,2021
The Tax Collector,Action,Spanish,Movie,Canada,120,David Ayer,Unrated,0,0,1044212,1/9/2021,2021
Lupin,Animation,Japanese,Series,Lithuania,30,Hayao Miyazaki,PG-13,1,1,142425,1/9/2021,2021
Yolki 5,Comedy,Russian,Movie,Russia,120,Timur Bekmambetov,Unrated,0,0,0,1/8/2021,2021
April Fools Day,Comedy,None,Movie,Russia,120,Ralph Ceder,Unrated,0,0,0,1/8/2021,2021
Crying 100 Times Every Raindrop Falls,Drama,Japanese,Movie,Japan,120,Ryuichi Hiroki,R,0,0,0,1/8/2021,2021
You Cannot Kill David Arquette,Documentary,English,Movie,Canada,120,David Darg,R,1,2,0,1/8/2021,2021
Infamous,Biography,English,Movie,Canada,120,Douglas McGrath,R,3,2,1151330,1/8/2021,2021
Pieces of a Woman,Drama,English,Movie,Lithuania,170,Kornl Mundrucz,R,5,43,0,1/8/2021,2021
The Lenin Factor,Biography,Russian,Movie,Russia,120,Vladimir Khotinenko,R,0,0,0,1/7/2021,2021
The Very Best Day,Documentary,Russian,Movie,Russia,120,Pavel Medvedev,R,1,0,0,1/7/2021,2021
Finding Srimulat,Comedy,Indonesian,Movie,Thailand,120,Charles Gozali,R,0,0,0,1/7/2021,2021
Bluebell,Drama,English,Movie,Thailand,120,Steven Spielberg ,R,1,6,0,1/7/2021,2021
Gaya Sa Pelikula,Romance,Tagalog,Series,Thailand,30,Steven Spielberg ,R,0,0,0,1/7/2021,2021
Tony Parker The Final Shot,Documentary,French,Movie,Lithuania,120,Florent Bodin,R,0,0,0,1/7/2021,2021
Surviving Death,Documentary,English,Series,Lithuania,30,Steven Spielberg ,R,0,0,0,1/7/2021,2021
100 Halal,Drama,Indonesian,Movie,Lithuania,120,Jastis Arimba,R,0,0,0,1/7/2021,2021
Kingdom,Action,Korean,Movie,Hong Kong,170,Steven Spielberg ,TV-MA,0,0,0,1/6/2021,2021
Summerland,Drama,English,Movie,Canada,120,Steven Spielberg ,R,2,8,0,1/6/2021,2021
Saint Petersburg,Comedy,Persian,Movie,Russia,120,Behruz Afkhami,R,0,0,0,1/5/2021,2021
Zombiepura,Comedy,Mandarin,Movie,South Korea,120,Jacen Tan,R,0,0,0,1/5/2021,2021
History of Swear Words,Documentary,English,Series,South Korea,30,Steven Spielberg ,TV-MA,0,0,0,1/5/2021,2021
Gabbys Dollhouse,Comedy,English,Series,South Korea,30,Daniel J Elder,R,0,0,0,1/5/2021,2021
Back to Life,Comedy,English,Series,United Kingdom,30,Steven Spielberg ,TV-MA,1,1,0,1/5/2021,2021
Girls Secrets,Comedy,English,Movie,Israel,120,Steven Spielberg ,TV-MA,19,107,0,1/5/2021,2021
Azizs Dream,Family,Uzbek,Movie,Israel,120,Steven Spielberg ,R,0,0,0,1/5/2021,2021
Africano,Adventure,Arabic,Movie,Israel,120,Amr Arafa,R,0,0,0,1/5/2021,2021
The Wolf of Snow Hollow,Comedy,English,Movie,Netherlands,120,Jim Cummings,R,0,1,185026,1/5/2021,2021
When Louis Met Chris Eubank,Documentary,English,Movie,United Kingdom,120,Alicia Kerr,R,0,0,0,1/4/2021,2021
Meet Me in Venice,Drama,English,Movie,Thailand,170,Eddy Terstall,R,2,0,0,1/4/2021,2021
Hello Brother,Action,Hindi,Movie,Canada,170,Sohail Khan,R,0,0,245034,1/4/2021,2021
The Netflix Afterparty,Talk-Show,English,Series,Poland,30,Steven Spielberg ,TV-MA,0,0,0,1/3/2021,2021
The Chamber,Crime,English,Movie,Brazil,120,James Foley,R,0,2,14551359,1/2/2021,2021
Measure for Measure,Drama,English,Movie,Australia,120,Paul Ireland,R,0,5,0,1/2/2021,2021
Midnight Family,Documentary,Spanish,Movie,Mexico,120,Luke Lorentzen,Unrated,23,26,42310,1/2/2021,2021
What Happened to Mr Cha,Comedy,Korean,Movie,France,120,Dongkyu Kim,R,0,0,0,1/1/2021,2021
The Minimalists Less Is Now,Documentary,English,Movie,France,120,Matt DAvella,TV-14,0,0,0,1/1/2021,2021
Headspace Guide to Meditation,Documentary,English,Series,France,30,Steven Spielberg ,TV-G,0,0,0,1/1/2021,2021
VINLAND SAGA,Animation,Japanese,Series,Japan,30,Steven Spielberg ,TV-MA,1,9,0,1/1/2021,2021
My Girl,Comedy,English,Series,Japan,30,Howard Zieff,PG,2,5,59489799,1/1/2021,2021
Macross Delta,Animation,Japanese,Series,Japan,30,Steven Spielberg ,R,0,0,0,1/1/2021,2021
Macross Frontier,Animation,Japanese,Series,Japan,30,Steven Spielberg ,R,2,0,0,1/1/2021,2021
Come Back Mister,Comedy,Korean,Series,Japan,30,Steven Spielberg ,R,0,2,0,1/1/2021,2021
Recall,Crime,English,Movie,Japan,170,Michael James Regan,TV-MA,0,0,0,1/1/2021,2021
Rose and Tulip,Romance,Japanese,Movie,Japan,120,Teruo Noguchi,R,0,0,0,1/1/2021,2021
SchoolLive,Animation,Japanese,Movie,Japan,120,Steven Spielberg ,TV-14,0,1,0,1/1/2021,2021
The Unbroken,Thriller,English,Movie,Japan,170,Jason Murphy,Unrated,0,0,0,1/1/2021,2021
The Great White Tower,Drama,Japanese,Movie,Japan,170,Satsuo Yamamoto,R,11,1,0,1/1/2021,2021
Bento Harassment,Comedy,Japanese,Movie,Japan,120,Renpei Tsukamoto,R,0,0,0,1/1/2021,2021
Waves,Drama,English,Movie,Hong Kong,170,Trey Edward Shults,R,14,39,1658790,1/1/2021,2021
Scoob,Animation,English,Movie,Australia,120,Tony Cervone,PG,0,1,0,1/1/2021,2021
Racetime,Animation,English,Movie,Australia,120,JeanFranois Pouliot,PG,1,4,1875283,1/1/2021,2021
Vaterfreuden,Comedy,German,Movie,Switzerland,120,Torsten Knstler,R,1,1,0,1/1/2021,2021
Nureyev,Biography,English,Movie,Sweden,120,Moze Mossanen,Unrated,2,3,0,1/1/2021,2021
Captive State,Action,English,Movie,Sweden,120,Rupert Wyatt,PG-13,0,2,5958315,1/1/2021,2021
The Elephant Man,Biography,English,Movie,Belgium,170,David Lynch,PG,10,22,26010864,1/1/2021,2021
The Things of Life,Drama,French,Movie,Belgium,120,Claude Sautet,GP,1,2,5063,1/1/2021,2021
Cesar and Rosalie,Drama,French,Movie,Belgium,120,Claude Sautet,R,1,0,5063,1/1/2021,2021
Jochem Myjer  Adem In Adem Uit,Comedy,Dutch,Movie,Belgium,120,Steven Spielberg ,R,0,0,0,1/1/2021,2021
Teen Spirit,Drama,English,Movie,Czech Republic,120,Max Minghella,PG-13,0,3,441366,1/1/2021,2021
Modalit Aereo,Comedy,Italian,Movie,Italy,120,Fausto Brizzi,R,0,0,0,1/1/2021,2021
Il Traditore,Short,None,Movie,Italy,170,Steven Spielberg ,R,0,0,0,1/1/2021,2021
Il Campione,Short,Italian,Movie,Italy,120,Edo Tagliavini,R,0,0,0,1/1/2021,2021
Blues Brothers 2000,Action,English,Movie,Poland,170,John Landis,PG-13,0,4,14051384,1/1/2021,2021
Tarung Sarung,Action,Indonesian,Movie,Poland,120,Archie Hekagery,TV-14,0,0,0,1/1/2021,2021
Running Man,Comedy,Korean,Series,Poland,30,Steven Spielberg ,TV-14,2,4,0,1/1/2021,2021
Full Out 2 You Got This,Family,English,Movie,Poland,120,Jeff Deverett,R,0,0,0,1/1/2021,2021
Elcano  Magellan The First Voyage around the World,Animation,Basque,Movie,Poland,120,ngel Alonso,R,0,2,0,1/1/2021,2021
Best of StandUp 2020,Comedy,English,Movie,Poland,120,Steven Spielberg ,R,0,0,0,1/1/2021,2021
Mighty Oak,Comedy,English,Movie,South Korea,120,Sean McNamara,PG-13,0,0,0,12/31/2020,2020
Heroes Reborn,Drama,English,Series,Japan,30,Steven Spielberg ,TV-14,0,5,0,12/31/2020,2020
Doraemon Nobitas Chronicle of the Moon Exploration,Animation,Hindi,Movie,Japan,120,Yukiyo Teramoto,R,0,0,0,12/31/2020,2020
100 Wolf,Animation,English,Movie,United Kingdom,120,Alexs Stadermann,PG,0,0,512805,12/31/2020,2020
Spree,Comedy,English,Movie,United Kingdom,120,Eugene Kotlyarenko,Unrated,0,5,28771,12/31/2020,2020
The Vigil,Horror,English,Movie,United Kingdom,120,Keith Thomas,PG-13,0,1,0,12/31/2020,2020
Savage,Crime,English,Movie,United Kingdom,120,Brendan Muldowney,R,1,6,0,12/31/2020,2020
Saint Frances,Comedy,English,Movie,United Kingdom,120,Alex Thompson,R,11,17,44330,12/31/2020,2020
Rev,Action,English,Movie,United Kingdom,120,Ant Horasanli,R,0,0,0,12/31/2020,2020
Proxima,Action,French,Movie,United Kingdom,120,Alice Winocour,R,4,6,0,12/31/2020,2020
HOPE GAP,Drama,English,Movie,United Kingdom,120,William Nicholson,PG-13,0,1,104732,12/31/2020,2020
Abe,Short,English,Movie,United Kingdom,120,Rob McLellan,R,0,0,0,12/31/2020,2020
